,YEAR,MONTH,DAY,SLP,SAT,SST,U,V,Dates
116,1981.0,4.0,27.0,1022.3708333333334,10.833333333333336,10.420833333333334,-0.000511570041138113,-0.016061028105718328,1981-04-27
117,1981.0,4.0,28.0,1020.7166666666666,11.708333333333336,9.608333333333333,-0.002413363036887249,-0.014351096338768332,1981-04-28
118,1981.0,4.0,29.0,1013.2958333333332,11.5,9.366666666666664,-0.0008346993824924997,-0.008352281175723404,1981-04-29
119,1981.0,4.0,30.0,1014.15,11.191666666666668,9.604166666666666,-0.0008832677873552748,-0.006107188302853294,1981-04-30
120,1981.0,5.0,1.0,1017.25,10.858333333333334,9.870833333333334,-9.747632407523443e-05,-0.013952250327657036,1981-05-01
121,1981.0,5.0,2.0,1016.0541666666667,10.720833333333333,9.55,0.000765860870855441,-0.017309538662340657,1981-05-02
122,1981.0,5.0,3.0,1015.3083333333334,10.45,9.083333333333334,0.0004743554459730384,-0.015881196585116466,1981-05-03
123,1981.0,5.0,4.0,1017.125,10.441666666666668,9.358333333333334,0.0007914612095251133,-0.013674321110137869,1981-05-04
124,1981.0,5.0,5.0,1018.2916666666664,10.2625,9.7,-0.0014746363875039984,-0.01862479385960856,1981-05-05
125,1981.0,5.0,6.0,1021.4958333333334,10.191666666666668,9.625,-0.0011564481773091346,-0.015607885975536744,1981-05-06
126,1981.0,5.0,7.0,1018.8791666666666,10.5,9.687499999999998,-0.0010947041930534573,-0.017183022034359122,1981-05-07
127,1981.0,5.0,8.0,1021.3041666666667,10.520833333333334,9.908333333333333,-0.0013298208316111489,-0.00866922901023393,1981-05-08
128,1981.0,5.0,9.0,1021.7458333333334,11.15,11.683333333333332,-0.0012982464567138493,-0.011569157714617057,1981-05-09
129,1981.0,5.0,10.0,1017.0458333333332,10.479166666666666,9.920833333333334,-0.0013196732079449412,-0.018714895615537328,1981-05-10
130,1981.0,5.0,11.0,1013.4708333333333,11.008333333333335,9.516666666666667,-0.0008508846545515469,-0.01853670594392537,1981-05-11
131,1981.0,5.0,12.0,1013.7958333333332,10.504166666666666,9.416666666666666,-0.0012841197089912286,-0.015930087154687304,1981-05-12
132,1981.0,5.0,13.0,1014.05,10.725,9.508333333333333,-0.00023705243396326056,-0.01054067580497015,1981-05-13
133,1981.0,5.0,14.0,1014.3291666666668,10.5125,9.170833333333333,0.0012880464404887346,-0.013563478349427486,1981-05-14
134,1981.0,5.0,15.0,1014.6333333333333,9.933333333333334,8.820833333333333,0.0015565054671605148,-0.004885352811394877,1981-05-15
135,1981.0,5.0,16.0,1016.5750000000003,10.058333333333332,8.883333333333333,0.00025548205094233696,-0.010715722053606562,1981-05-16
136,1981.0,5.0,17.0,1017.8608695652176,9.908695652173916,9.321739130434784,-0.000293482603379756,0.0004206782996740176,1981-05-17
137,1981.0,5.0,18.0,1013.25,11.8,10.3375,0.0014438597275832938,0.0029798748249346696,1981-05-18
138,1981.0,5.0,19.0,1011.7166666666667,11.625,10.733333333333334,0.0005314581972466946,-0.0003945004653121169,1981-05-19
139,1981.0,5.0,20.0,1013.0833333333336,11.558333333333332,10.183333333333332,0.00028670533361205004,-0.011393045866336923,1981-05-20
140,1981.0,5.0,21.0,1017.6041666666664,11.475,10.125,0.0013831265956948744,-0.011950878664505187,1981-05-21
141,1981.0,5.0,22.0,1018.6458333333336,11.391666666666666,10.154166666666667,0.0006595083728376974,-0.010701918775393506,1981-05-22
142,1981.0,5.0,23.0,1017.1458333333336,11.637499999999998,10.575,-0.0007192280335136086,-0.003051354092404329,1981-05-23
143,1981.0,5.0,24.0,1015.2833333333334,12.241666666666667,11.241666666666667,-0.00037467621786146406,-0.0014522866477676606,1981-05-24
144,1981.0,5.0,25.0,1014.6458333333336,12.766666666666666,11.479166666666664,-0.0001655305767652081,-0.002756249701755368,1981-05-25
145,1981.0,5.0,26.0,1013.4458333333333,12.25,11.525,-0.00021854428659771828,-0.0057465101614569926,1981-05-26
146,1981.0,5.0,27.0,1013.6304347826083,11.569565217391306,10.960869565217397,-0.00047298924928502404,-0.012119782137930992,1981-05-27
147,1981.0,5.0,28.0,1014.2541666666667,11.570833333333335,11.041666666666664,-0.0007060309479374056,-0.008393698426932395,1981-05-28
148,1981.0,5.0,29.0,1015.3478260869568,11.608695652173912,11.634782608695652,-0.0006637062375392318,-0.007041242531493041,1981-05-29
149,1981.0,5.0,30.0,1015.925,12.5625,12.241666666666667,-9.933465255353024e-05,-0.01259598558741308,1981-05-30
150,1981.0,5.0,31.0,1013.1375,11.791666666666664,10.799999999999995,-0.0007797655058577376,-0.015888609598806027,1981-05-31
151,1981.0,6.0,1.0,1010.6541666666666,11.583333333333336,10.699999999999998,-0.00037632982979170817,-0.012955382864287364,1981-06-01
152,1981.0,6.0,2.0,1013.4666666666666,11.6875,10.933333333333332,0.00026739832314774187,-0.00696049690272522,1981-06-02
153,1981.0,6.0,3.0,1016.5833333333336,12.0125,10.9375,-0.0004006187144879728,-0.004796552498186514,1981-06-03
154,1981.0,6.0,4.0,1016.5125000000003,12.320833333333333,10.454166666666666,-0.0011463846863529875,-0.008374368463215523,1981-06-04
155,1981.0,6.0,5.0,1013.25,12.1625,10.2625,-0.001225007679390844,-0.007873155493557394,1981-06-05
156,1981.0,6.0,6.0,1014.6666666666664,12.195833333333335,10.141666666666667,-0.0010775496404350348,-0.005446543067680896,1981-06-06
157,1981.0,6.0,7.0,1015.4375,11.620833333333332,10.370833333333334,3.465056125879104e-06,5.7714402646911916e-05,1981-06-07
158,1981.0,6.0,8.0,1015.8541666666664,12.479166666666664,11.108333333333333,0.0009909252987699783,0.003230244058025683,1981-06-08
159,1981.0,6.0,9.0,1017.8375,12.608333333333334,12.508333333333333,-0.0006139345226530978,-0.0014941329907878806,1981-06-09
160,1981.0,6.0,10.0,1015.8541666666664,13.15,11.241666666666667,-0.00038484743623531606,-0.008892276230389391,1981-06-10
161,1981.0,6.0,11.0,1013.4125,12.620833333333332,11.133333333333335,0.0001580353784102371,-0.005800565877031958,1981-06-11
162,1981.0,6.0,12.0,1017.7625000000003,12.858333333333334,10.454166666666666,0.0008526999291640769,-0.007486285265795894,1981-06-12
163,1981.0,6.0,13.0,1023.6166666666667,12.679166666666667,10.55,-0.0006424894396251816,-0.008163885923788916,1981-06-13
164,1981.0,6.0,14.0,1022.55,13.379166666666668,10.558333333333332,-0.0008808555798198555,-0.016216720864797612,1981-06-14
165,1981.0,6.0,15.0,1019.4272727272728,13.777272727272726,11.554545454545455,-0.002081644980975792,-0.011036272253532426,1981-06-15
166,1981.0,6.0,16.0,1018.8958333333336,14.341666666666667,11.916666666666664,-0.0016609473340437,-0.010905976078287229,1981-06-16
167,1981.0,6.0,17.0,1018.0416666666664,13.154166666666667,11.379166666666665,-0.0011297325037867786,-0.016191035843965747,1981-06-17
168,1981.0,6.0,18.0,1016.1083333333332,13.295833333333334,10.441666666666668,-0.000346779660698708,-0.01766111707709767,1981-06-18
169,1981.0,6.0,19.0,1016.4173913043477,13.282608695652176,10.26086956521739,-0.00043679451518405737,-0.013846085689585287,1981-06-19
170,1981.0,6.0,20.0,1016.525,12.550000000000002,10.308333333333335,-0.002000287612528252,-0.014338206028888991,1981-06-20
171,1981.0,6.0,21.0,1015.9791666666664,12.0625,9.525,-0.0030768800354353115,-0.012659148719467632,1981-06-21
172,1981.0,6.0,22.0,1014.5333333333333,11.975,9.329166666666666,-0.0009332139156276117,-0.013811638066129029,1981-06-22
173,1981.0,6.0,23.0,1014.525,11.983333333333334,9.191666666666668,-0.0010330871207239513,-0.015600957725816263,1981-06-23
174,1981.0,6.0,24.0,1012.3166666666666,11.370833333333332,9.070833333333333,-0.0014923652899704505,-0.00767845729367638,1981-06-24
175,1981.0,6.0,25.0,1014.1208333333333,11.775,9.170833333333333,-0.0012081195454465134,-0.012255403675279641,1981-06-25
176,1981.0,6.0,26.0,1015.7916666666664,11.933333333333332,8.791666666666666,-0.0003312755956546183,-0.01976436441717573,1981-06-26
177,1981.0,6.0,27.0,1010.5166666666668,11.145833333333336,8.420833333333334,-0.0005923571886772812,-0.01745716001505689,1981-06-27
178,1981.0,6.0,28.0,1009.1375,10.7875,8.6625,-2.412544893326193e-05,-0.005085216552407756,1981-06-28
179,1981.0,6.0,29.0,1013.8875000000003,10.495833333333334,9.533333333333333,0.0004283205993669608,0.0010961185143597476,1981-06-29
180,1981.0,6.0,30.0,1014.825,10.591666666666667,10.829166666666666,-0.00058030730666508,-0.002857972988938445,1981-06-30
181,1981.0,7.0,1.0,1012.0,11.091666666666667,11.333333333333336,-0.00030970361367965894,-0.007173912026049854,1981-07-01
182,1981.0,7.0,2.0,1011.45,11.0625,11.262499999999998,0.0017520052749538638,0.0030886511585969845,1981-07-02
183,1981.0,7.0,3.0,1015.5458333333332,10.55,11.637499999999998,0.00024103020934136958,0.00031074251228131467,1981-07-03
184,1981.0,7.0,4.0,1016.3291666666668,10.595833333333333,10.941666666666668,-0.001245760028988948,-0.0033604120002523608,1981-07-04
185,1981.0,7.0,5.0,1015.2166666666666,11.925,11.245833333333332,-0.0003512742602156175,-0.002690461023699693,1981-07-05
186,1981.0,7.0,6.0,1013.2695652173912,11.79565217391304,11.930434782608694,-0.0006163855761703462,-0.0060848008958868036,1981-07-06
187,1981.0,7.0,7.0,1015.9478260869563,11.995454545454548,10.545454545454547,-0.0003531356350320416,-0.018206293590318976,1981-07-07
188,1981.0,7.0,8.0,1014.7217391304347,11.626086956521736,10.143478260869566,-0.0007608257200861862,-0.012989773654198596,1981-07-08
189,1981.0,7.0,9.0,1016.625,12.08695652173913,10.082608695652171,-2.776552495699363e-05,-0.013659506905334262,1981-07-09
190,1981.0,7.0,10.0,1016.0136363636364,11.776190476190472,9.952380952380953,-0.00037524229026482717,-0.016624986462798457,1981-07-10
191,1981.0,7.0,11.0,1014.9500000000003,11.516666666666667,9.725,4.239195295592218e-05,-0.014177368690293962,1981-07-11
192,1981.0,7.0,12.0,1016.0739130434783,11.547826086956524,9.895238095238096,-0.00015199998299024486,-0.010169495163088406,1981-07-12
193,1981.0,7.0,13.0,1017.2227272727272,11.728571428571426,9.83809523809524,-0.0013028350853174914,-0.01180354987575517,1981-07-13
194,1981.0,7.0,14.0,1015.5434782608696,11.52608695652174,9.943478260869568,-0.0016145900121162053,-0.008873825184288694,1981-07-14
195,1981.0,7.0,15.0,1012.9130434782608,10.76086956521739,10.082608695652171,-0.0005699622276263027,-0.009580537519862688,1981-07-15
196,1981.0,7.0,16.0,1011.5416666666664,11.262499999999998,10.595652173913043,-0.0007758932388566762,-0.01267304523864797,1981-07-16
197,1981.0,7.0,17.0,1012.2130434782608,11.169565217391305,11.004347826086958,-0.0004612659426868037,-0.010405521838071984,1981-07-17
198,1981.0,7.0,18.0,1014.2526315789476,11.168421052631581,10.921052631578947,0.0001676148019437631,-0.00803829103644287,1981-07-18
199,1981.0,7.0,19.0,1014.8772727272728,10.514285714285718,10.523809523809524,-0.0012647794820348814,-0.0102431648421504,1981-07-19
200,1981.0,7.0,20.0,1015.9708333333333,10.858333333333334,10.886363636363637,-0.001479593881495235,-0.00990241183272323,1981-07-20
201,1981.0,7.0,21.0,1015.7947368421054,11.038888888888886,10.722222222222221,-0.0017570785852955642,-0.011362870569699687,1981-07-21
202,1981.0,7.0,22.0,1013.704761904762,11.066666666666668,10.48333333333333,-0.0007907091857543544,-0.009704938856307709,1981-07-22
203,1981.0,7.0,23.0,1012.6454545454544,10.919047619047621,9.83809523809524,-0.00014731430824580568,-0.006461174999138461,1981-07-23
204,1981.0,7.0,24.0,1012.6736842105264,11.211111111111114,10.555555555555557,-0.0013205066861208812,-0.010127606632574828,1981-07-24
205,1981.0,7.0,25.0,1011.855,10.755555555555556,10.68333333333333,-0.0021658341322943558,-0.01078054631681362,1981-07-25
206,1981.0,7.0,26.0,1011.47,10.745,10.755,0.0014017903211765812,-0.00022705880896998096,1981-07-26
207,1981.0,7.0,27.0,1014.1052631578948,11.1,11.552631578947368,0.0017722096757042422,0.0017906294051525517,1981-07-27
208,1981.0,7.0,28.0,1014.8444444444444,10.9,11.883333333333333,0.00010340577358990529,-0.0006707694130053013,1981-07-28
209,1981.0,7.0,29.0,1013.0695652173914,11.61304347826087,11.622727272727273,-0.0011858129638746672,-0.009367727790029751,1981-07-29
210,1981.0,7.0,30.0,1012.4454545454544,11.91,11.46,-0.0015100417528147525,-0.009783201574974944,1981-07-30
211,1981.0,7.0,31.0,1014.71875,11.48,11.48,-0.0010726071106426033,-0.01154369028229789,1981-07-31
212,1981.0,8.0,1.0,1017.1750000000003,12.364705882352938,11.38125,0.00015900867661608554,-0.01240458921108356,1981-08-01
213,1981.0,8.0,2.0,1017.9761904761904,12.705263157894738,11.58421052631579,0.00107935644168259,-0.009843273710558157,1981-08-02
214,1981.0,8.0,3.0,1015.8958333333336,12.716666666666667,11.791304347826085,4.021683239128248e-06,-0.006269155931509935,1981-08-03
215,1981.0,8.0,4.0,1014.9304347826088,12.834782608695653,11.917391304347827,-0.00020546227808482945,-0.008036304596923486,1981-08-04
216,1981.0,8.0,5.0,1015.8166666666666,12.308333333333332,12.133333333333333,-0.0017269791207731365,-0.010908017503345723,1981-08-05
217,1981.0,8.0,6.0,1015.7458333333334,11.408333333333333,11.6375,-0.0016098944887265832,-0.013396736378046505,1981-08-06
218,1981.0,8.0,7.0,1013.9826086956523,11.208695652173912,11.326086956521738,-0.000754864631535076,-0.011601155242645777,1981-08-07
219,1981.0,8.0,8.0,1011.0478260869563,11.07391304347826,11.513043478260867,-0.0003188068599039432,-0.0063394847619843795,1981-08-08
220,1981.0,8.0,9.0,1010.2666666666668,11.416666666666664,11.475,-0.0003984939886983706,-0.004316682188821812,1981-08-09
221,1981.0,8.0,10.0,1012.4652173913043,11.895652173913044,12.191304347826087,0.00012341458039582878,-0.0012720389345087116,1981-08-10
222,1981.0,8.0,11.0,1014.7347826086957,13.254545454545456,13.057142857142859,-0.00012982420141616078,-0.0013205360408882225,1981-08-11
223,1981.0,8.0,12.0,1011.5608695652174,13.43913043478261,12.656521739130435,-0.0009868182221731137,-0.013019189869414348,1981-08-12
224,1981.0,8.0,13.0,1008.6166666666667,12.778260869565216,12.47272727272727,-0.0010503247903154427,-0.00978133821023856,1981-08-13
225,1981.0,8.0,14.0,1014.0583333333333,13.145454545454548,12.890909090909092,-0.00034382812974641355,-0.00044457228696429766,1981-08-14
226,1981.0,8.0,15.0,1018.2782608695653,13.978260869565215,13.639130434782608,-0.001813464811200605,-0.003640951660174776,1981-08-15
227,1981.0,8.0,16.0,1017.4208333333332,13.229166666666664,12.866666666666665,-0.0005214741766546585,-0.008672699801702882,1981-08-16
228,1981.0,8.0,17.0,1012.8208333333333,12.683333333333332,12.658333333333333,-0.0006951969660819827,-0.010660151402127869,1981-08-17
229,1981.0,8.0,18.0,1010.6166666666667,13.295833333333333,13.041666666666664,0.00046734707450827727,-0.008153816296985661,1981-08-18
230,1981.0,8.0,19.0,1014.3391304347824,13.72272727272727,13.509090909090911,0.0003607112659583835,0.0013015864270984046,1981-08-19
231,1981.0,8.0,20.0,1017.4916666666667,13.033333333333333,13.820833333333333,-0.00037216858204077065,-0.0010572891047682248,1981-08-20
232,1981.0,8.0,21.0,1015.2727272727277,13.452380952380956,13.12272727272727,-0.0004855248602943922,-0.00598212772751206,1981-08-21
233,1981.0,8.0,22.0,1012.282608695652,12.9,11.617391304347828,-0.0007377555632015429,-0.00883353623630089,1981-08-22
234,1981.0,8.0,23.0,1012.8666666666667,13.104347826086956,12.765217391304347,0.0008444868531462692,-0.0025135725087665514,1981-08-23
235,1981.0,8.0,24.0,1013.7125,13.995652173913046,13.321739130434782,-8.08346916601978e-05,-0.0013499014595549116,1981-08-24
236,1981.0,8.0,25.0,1015.3250000000003,13.595652173913045,12.97391304347826,-0.0008278570483296893,-0.0037668873551849977,1981-08-25
237,1981.0,8.0,26.0,1015.8565217391306,13.995238095238092,12.814285714285715,-0.0007084155785044928,-0.010251593236003364,1981-08-26
238,1981.0,8.0,27.0,1012.3083333333334,13.333333333333336,11.325,-0.0008593126865352876,-0.014969481901743372,1981-08-27
239,1981.0,8.0,28.0,1007.8500000000003,12.495454545454548,11.045454545454543,-0.0024518973641282967,-0.009012043883385031,1981-08-28
240,1981.0,8.0,29.0,1009.5041666666666,12.545833333333334,10.925,-0.0008315165722475727,-0.007431800606605264,1981-08-29
241,1981.0,8.0,30.0,1010.425,12.9125,10.75,0.0006549368678044447,-0.014081630506465413,1981-08-30
242,1981.0,8.0,31.0,1009.3,12.208333333333336,10.2375,-0.001136601383280466,-0.014022458745194177,1981-08-31
243,1981.0,9.0,1.0,1009.9956521739133,12.936363636363636,10.42608695652174,-0.00036742034131221366,-0.011659413025801127,1981-09-01
244,1981.0,9.0,2.0,1008.7083333333336,12.479166666666664,10.216666666666667,-0.0005420065250998665,-0.012206195395478398,1981-09-02
245,1981.0,9.0,3.0,1010.0909090909092,11.604545454545455,11.068181818181818,-0.001611851532679544,-0.005713926809780316,1981-09-03
246,1981.0,9.0,4.0,1010.5375,11.845833333333333,11.4125,-0.0018314428824362887,-0.012489555490920526,1981-09-04
247,1981.0,9.0,5.0,1009.4636363636363,11.919999999999998,11.114285714285712,-0.0009026997759226297,-0.010733936713982348,1981-09-05
248,1981.0,9.0,6.0,1009.9176470588237,11.476470588235294,11.241176470588233,0.002725527618960657,0.004044358238205727,1981-09-06
249,1981.0,9.0,7.0,1014.37,12.05,11.78,0.003038819405551559,0.006264655856751902,1981-09-07
250,1981.0,9.0,8.0,1018.195,11.89,13.025,-0.0002598849000031062,-0.00114982016056726,1981-09-08
251,1981.0,9.0,9.0,1017.7916666666664,13.183333333333332,13.375,-0.0013390945390191885,-0.006367622534933786,1981-09-09
252,1981.0,9.0,10.0,1013.9260869565221,13.330434782608695,12.57391304347826,-0.00042534157994741375,-0.00996204510058169,1981-09-10
